Alter;Geschlecht;Vertragsenddatum;Bereich;Standort;Vertragsart;Austrittsdatum;Betriebszugehoerigkeit;FTE;FK;Abteilungsgroeﬂe;Zeit_auf_Position;Mitarbeiterstatus;Aktiv;2023_Ziele;2023_Pers_Beurteilung;2024_Ziele;2024_Pers_Beurteilung;Krankenstand_2023;Krankenstand_2024;Gehaltsentwicklung
51-60;F;;Werk;B;Permanent;;24-26;999.0;0;111.36322641343256;0-2;Terminated;1;#NV;#NV;#NV;‹berdurchschnitt;;;"""-80%-76%"""
31-40;M;31.03.2024;HQ;B;Permanent;30.11.2024;"""9-11""";0.0;1;64.5691217398844;"""9-11""";Active;1;#NV;#NV;Durchschnitt;‹berdurchschnitt;;3,1 - 5%;5%-9%
31-40;M;;HQ;G;Permanent;31.08.2022;15-17;1.0;0;14.135988547101308;15-17;Terminated;1;#NV;‹berdurchschnitt;‹berdurchschnitt;#NV;;;15%-19%
25-30;F;;Gesch‰ftsbereich;D;Fixed term contract;31.10.2023;0-2;0.5;1;10.433151958320972;0-2;Active;0;#NV;Durchschnitt;#NV;#NV;3,1 - 5%;3,1 - 5%;
51-60;M;;HQ;B;Permanent;30.04.2024;27-29;999.0;1;29.901158828782442;0-2;Active;1;Durchschnitt;#NV;#NV;#NV;;;0%-4%
18-24;M;;Werk;G;Permanent;;"""3-5""";0.5;1;43.62546091020423;0-2;Active;0;Durchschnitt;#NV;#NV;Durchschnitt;1 % - 3 %;;70%-74%
51-60;M;;Werk;B;Permanent;;27-29;1.0;1;84.54517825652664;"""3-5""";Active;1;‹berdurchschnitt;#NV;Durchschnitt;#NV;1 % - 3 %;1,0 - 3 %;10%-14%
41-50;F;;Werk;G;Permanent;;"""3-5""";0.5;0;160.10909366321403;"""3-5""";Terminated;0;#NV;#NV;#NV;#NV;1 % - 3 %;1,0 - 3 %;
41-50;M;;Gesch‰ftsbereich;E;Permanent;31.05.2023;21-23;0.0;0;62.82610008110688;"""6-8""";Dormant;1;#NV;‹berdurchschnitt;Unrated;#NV;;;5%-9%
51-60;M;;Werk;C;Permanent;;"""3-5""";0.5;1;51.007537602935855;"""3-5""";Active;1;Unrated;#NV;Durchschnitt;‹berdurchschnitt;;1,0 - 3 %;5%-9%
31-40;M;;Gesch‰ftsbereich;A;Permanent;31.12.2023;"""12-14""";1.0;0;24.272145022345615;"""9-11""";Active;1;#NV;Durchschnitt;#NV;#NV;;;0%-4%
‹ber 60;M;;Gesch‰ftsbereich;D;Permanent;;27-29;1.0;0;83.11763595569309;"""3-5""";Active;0;#NV;‹berdurchschnitt;#NV;#NV;20,01 - 40%;3,1 - 5%;
41-50;F;;HQ;E;Permanent;;21-23;0.5;1;45.60117403675887;"""6-8""";Terminated;1;Durchschnitt;Unrated;‹berdurchschnitt;#NV;5,1 - 10%;;"""-10%-6%"""
‹ber 60;F;;HQ;D;Permanent;;39-41;999.0;1;66.56842943177814;15-17;Dormant;1;#NV;Durchschnitt;#NV;#NV;;;"""-5%-1%"""
51-60;M;30.04.2025;Gesch‰ftsbereich;A;Permanent;;27-29;999.0;1;100.94378356838577;18-20;Active;0;#NV;‹berdurchschnitt;Durchschnitt;#NV;20,01 - 40%;10,1 - 15%;5%-9%
18-24;M;;Gesch‰ftsbereich;G;Permanent;;0-2;999.0;1;97.2785789073947;0-2;Dormant;0;Durchschnitt;#NV;Unrated;#NV;3,1 - 5%;1,0 - 3 %;
41-50;M;;HQ;A;Permanent;;15-17;0.0;1;62.25817083419816;"""3-5""";Terminated;1;#NV;#NV;‹berdurchschnitt;‹berdurchschnitt;;;10%-14%
31-40;M;28.02.2025;Werk;G;Fixed term contract;;"""3-5""";0.5;1;16.100142544735434;"""3-5""";Dormant;1;#NV;#NV;#NV;‹berdurchschnitt;1 % - 3 %;;
31-40;M;;Werk;D;Permanent;30.06.2022;"""3-5""";0.5;0;127.41790573216822;"""3-5""";Active;1;#NV;#NV;#NV;#NV;;15,1 - 20%;
41-50;M;;Werk;A;Permanent;31.03.2023;21-23;0.0;0;9.986166985870952;15-17;Active;1;Durchschnitt;Durchschnitt;#NV;#NV;kleiner 1 %;3,1 - 5%;"""-10%-6%"""
31-40;M;;Gesch‰ftsbereich;B;Permanent;;0-2;1.0;1;13.303979728419847;0-2;Active;1;Durchschnitt;‹berdurchschnitt;#NV;#NV;3,1 - 5%;3,1 - 5%;95%-100%
25-30;F;;HQ;F;Permanent;05.03.2023;0-2;1.0;0;185.74232598278587;0-2;Terminated;1;#NV;#NV;‹berdurchschnitt;Durchschnitt;kleiner 1 %;;
31-40;M;;Gesch‰ftsbereich;E;Permanent;;"""3-5""";0.0;0;89.62239429350292;0-2;Active;0;Unrated;#NV;#NV;#NV;;;40%-44%
18-24;M;30.09.2024;Werk;E;Permanent;;0-2;999.0;0;266.5851729789208;0-2;Active;1;Durchschnitt;‹berdurchschnitt;#NV;Durchschnitt;1 % - 3 %;3,1 - 5%;
25-30;F;;Werk;D;Permanent;31.03.2023;"""9-11""";1.0;0;43.4015658661103;0-2;Active;0;#NV;#NV;#NV;#NV;;;15%-19%
25-30;M;;Werk;F;Permanent;;0-2;1.0;0;14.791458300347465;0-2;Terminated;0;#NV;#NV;#NV;‹berdurchschnitt;15,1 - 20 %;3,1 - 5%;
31-40;M;08.09.2024;HQ;E;Permanent;;"""12-14""";0.0;0;35.388525939454375;0-2;Terminated;0;#NV;#NV;Unterdurchschnitt;#NV;;kleiner 1%;15%-19%
41-50;M;31.08.2022;Werk;A;Permanent;;21-23;0.5;1;69.66959070327496;"""9-11""";Active;1;#NV;#NV;#NV;#NV;15,1 - 20 %;;5%-9%
51-60;M;;Gesch‰ftsbereich;D;Permanent;31.05.2022;"""3-5""";0.5;1;31.446966646646896;"""3-5""";Active;0;#NV;#NV;Durchschnitt;#NV;1 % - 3 %;;5%-9%
51-60;F;;Gesch‰ftsbereich;E;Permanent;;21-23;0.0;0;34.06270830912142;18-20;Terminated;1;Durchschnitt;#NV;#NV;#NV;1 % - 3 %;3,1 - 5%;10%-14%
25-30;F;;Werk;G;Permanent;31.08.2022;"""6-8""";999.0;0;69.71983037252534;0-2;Terminated;0;#NV;#NV;#NV;#NV;;;25%-29%
51-60;M;;Gesch‰ftsbereich;D;Permanent;;36-38;0.0;0;70.743405063717;"""3-5""";Active;1;#NV;‹berdurchschnitt;‹berdurchschnitt;Durchschnitt;;15,1 - 20%;
41-50;M;;HQ;D;Permanent;;"""9-11""";1.0;0;63.14253697856957;"""3-5""";Dormant;0;#NV;#NV;#NV;‹berdurchschnitt;10,1 - 15 %;1,0 - 3 %;5%-9%
51-60;M;;Werk;G;Permanent;;21-23;999.0;1;55.723644350606264;0-2;Terminated;1;‹berdurchschnitt;#NV;#NV;#NV;;kleiner 1%;15%-19%
41-50;F;;Werk;E;Permanent;31.03.2023;"""9-11""";1.0;0;45.4191816207347;"""9-11""";Terminated;0;#NV;#NV;‹berdurchschnitt;Unrated;1 % - 3 %;kleiner 1%;5%-9%
25-30;F;;Werk;C;Fixed term contract;;"""9-11""";0.5;0;101.72144229620487;0-2;Terminated;1;#NV;‹berdurchschnitt;#NV;#NV;;5,1 - 10%;20%-24%
31-40;M;;HQ;B;Permanent;;"""6-8""";0.5;1;30.27076186921835;"""3-5""";Terminated;0;‹berdurchschnitt;‹berdurchschnitt;#NV;Durchschnitt;10,1 - 15 %;3,1 - 5%;10%-14%
25-30;M;;HQ;A;Permanent;;"""9-11""";1.0;1;150.30077674480256;"""6-8""";Active;1;#NV;#NV;#NV;Durchschnitt;1 % - 3 %;1,0 - 3 %;15%-19%
18-24;M;11.03.2025;HQ;B;Fixed term contract;;0-2;0.0;0;145.9452958701597;0-2;Active;0;‹berdurchschnitt;#NV;Durchschnitt;‹berdurchschnitt;;;
31-40;F;;Gesch‰ftsbereich;C;Permanent;;"""12-14""";1.0;0;200.83701899929815;0-2;Active;0;‹berdurchschnitt;Durchschnitt;‹berdurchschnitt;#NV;3,1 - 5%;15,1 - 20%;30%-34%
41-50;M;;Werk;F;Permanent;;30-32;999.0;0;16.20522385438493;15-17;Active;0;#NV;#NV;#NV;#NV;1 % - 3 %;10,1 - 15%;5%-9%
‹ber 60;F;;Gesch‰ftsbereich;F;Permanent;;39-41;1.0;1;35.47980972881256;15-17;Terminated;0;‹berdurchschnitt;#NV;#NV;Durchschnitt;;;
41-50;F;31.12.2023;HQ;D;Permanent;;21-23;0.0;1;51.94340429364007;"""9-11""";Active;1;#NV;#NV;Durchschnitt;‹berdurchschnitt;5,1 - 10%;5,1 - 10%;10%-14%
51-60;M;;Gesch‰ftsbereich;E;Permanent;;36-38;0.0;1;33.472120695859736;"""12-14""";Active;0;#NV;#NV;#NV;Durchschnitt;;;5%-9%
25-30;M;;Werk;F;Permanent;;0-2;0.0;0;12.880933670379452;0-2;Terminated;0;#NV;#NV;Durchschnitt;Unrated;;;
51-60;M;;HQ;C;Permanent;30.09.2023;36-38;999.0;1;57.353584645647636;"""9-11""";Terminated;1;Durchschnitt;#NV;#NV;Unterdurchschnitt;kleiner 1 %;kleiner 1%;5%-9%
41-50;F;01.03.2023;Werk;F;Permanent;;27-29;0.0;1;75.32147165691151;"""3-5""";Active;0;#NV;#NV;#NV;Durchschnitt;;kleiner 1%;5%-9%
31-40;M;;HQ;G;Permanent;;18-20;0.5;0;60.97816621595906;0-2;Active;1;#NV;#NV;#NV;Durchschnitt;;;"""-90%-86%"""
51-60;M;;Gesch‰ftsbereich;A;Permanent;30.11.2024;"""6-8""";999.0;1;33.97310121586624;"""6-8""";Active;0;#NV;#NV;#NV;Durchschnitt;kleiner 1 %;;
‹ber 60;M;;Werk;E;Permanent;;36-38;0.5;1;62.53205226618283;15-17;Active;1;#NV;#NV;#NV;Durchschnitt;;;
51-60;F;;Werk;D;Fixed term contract;;33-35;0.5;1;44.89503619963763;"""3-5""";Active;1;‹berdurchschnitt;Durchschnitt;#NV;#NV;3,1 - 5%;;5%-9%
31-40;M;;HQ;D;Permanent;;"""9-11""";1.0;0;167.83598586801077;0-2;Active;1;#NV;Durchschnitt;#NV;Durchschnitt;5,1 - 10%;;10%-14%
31-40;M;30.09.2023;Werk;D;Permanent;31.08.2023;21-23;0.5;1;7.7332228872284325;0-2;Active;0;#NV;‹berdurchschnitt;#NV;‹berdurchschnitt;;15,1 - 20%;
51-60;M;;HQ;G;Permanent;;24-26;1.0;1;24.271128732887867;"""3-5""";Active;1;#NV;#NV;#NV;Unterdurchschnitt;5,1 - 10%;5,1 - 10%;10%-14%
31-40;M;28.04.2023;Gesch‰ftsbereich;D;Permanent;;"""6-8""";0.0;0;33.80439071868956;"""6-8""";Active;1;Durchschnitt;#NV;#NV;‹berdurchschnitt;3,1 - 5%;1,0 - 3 %;5%-9%
51-60;M;;Gesch‰ftsbereich;B;Permanent;;"""3-5""";0.0;1;4.436624883087219;"""3-5""";Active;0;#NV;#NV;#NV;Unrated;;;
‹ber 60;M;30.09.2024;Gesch‰ftsbereich;F;Permanent;;33-35;999.0;1;35.08745231202599;18-20;Active;1;#NV;#NV;#NV;Unrated;;kleiner 1%;
51-60;M;;Werk;B;Permanent;;27-29;1.0;1;61.147826397059426;"""9-11""";Active;1;#NV;Durchschnitt;‹berdurchschnitt;Unrated;5,1 - 10%;;5%-9%
41-50;M;28.02.2028;Gesch‰ftsbereich;C;Permanent;;0-2;1.0;1;19.447992265693777;0-2;Active;1;‹berdurchschnitt;Unrated;#NV;Unrated;5,1 - 10%;;
25-30;M;;Gesch‰ftsbereich;G;Permanent;;"""9-11""";999.0;1;166.7810039149445;0-2;Active;1;#NV;‹berdurchschnitt;#NV;Durchschnitt;3,1 - 5%;;25%-29%
25-30;F;;Gesch‰ftsbereich;D;Permanent;;0-2;0.0;1;130.29332806602036;0-2;Active;0;Durchschnitt;Durchschnitt;#NV;#NV;;;
18-24;M;30.09.2027;Werk;F;Permanent;31.08.2024;0-2;0.5;1;267.33775569312076;0-2;Active;0;#NV;‹berdurchschnitt;#NV;Durchschnitt;kleiner 1 %;1,0 - 3 %;
25-30;F;;Gesch‰ftsbereich;F;Permanent;;"""6-8""";0.5;0;71.84916302948493;0-2;Active;1;#NV;#NV;Unrated;#NV;;;75%-79%
51-60;M;;Werk;E;Permanent;;"""12-14""";0.0;1;161.26152074553156;"""3-5""";Active;1;#NV;#NV;#NV;Durchschnitt;10,1 - 15 %;;20%-24%
31-40;M;;Werk;B;Fixed term contract;;"""6-8""";999.0;1;48.63027618437222;0-2;Active;0;Durchschnitt;Durchschnitt;#NV;#NV;;;"""-40%-36%"""
‹ber 60;M;;Gesch‰ftsbereich;A;Permanent;;24-26;0.0;1;157.20438041745308;"""3-5""";Active;1;#NV;Durchschnitt;#NV;Durchschnitt;15,1 - 20 %;3,1 - 5%;
41-50;F;;Gesch‰ftsbereich;F;Permanent;;15-17;0.5;1;155.83554950242842;"""3-5""";Active;0;#NV;#NV;#NV;Durchschnitt;;;5%-9%
51-60;F;;HQ;B;Permanent;;33-35;0.5;1;15.294517334586143;18-20;Active;1;#NV;Durchschnitt;#NV;Durchschnitt;;;5%-9%
41-50;F;;Gesch‰ftsbereich;C;Permanent;;24-26;999.0;1;119.94448040146608;0-2;Active;1;#NV;‹berdurchschnitt;#NV;‹berdurchschnitt;;;5%-9%
25-30;M;;Gesch‰ftsbereich;F;Permanent;30.06.2024;"""9-11""";1.0;0;12.230735696495216;"""6-8""";Dormant;1;#NV;#NV;#NV;#NV;;;20%-24%
18-24;M;;Gesch‰ftsbereich;B;Permanent;;"""3-5""";1.0;1;151.28561445139545;0-2;Terminated;0;Durchschnitt;Durchschnitt;‹berdurchschnitt;#NV;3,1 - 5%;kleiner 1%;
Unter 18;M;;Gesch‰ftsbereich;E;Permanent;;0-2;999.0;0;266.78755841395645;0-2;Active;0;#NV;#NV;Durchschnitt;‹berdurchschnitt;1 % - 3 %;;
51-60;F;;HQ;A;Permanent;;39-41;1.0;0;9.09316195047995;15-17;Active;0;#NV;Durchschnitt;Durchschnitt;#NV;;15,1 - 20%;0%-4%
18-24;F;;HQ;C;Permanent;;0-2;1.0;0;65.05629033452811;0-2;Active;0;#NV;‹berdurchschnitt;#NV;#NV;1 % - 3 %;;
41-50;M;;HQ;B;Fixed term contract;31.12.2023;"""12-14""";0.5;1;103.08421422761161;"""3-5""";Active;0;Unterdurchschnitt;‹berdurchschnitt;#NV;#NV;;1,0 - 3 %;5%-9%
‹ber 60;M;01.03.2023;HQ;E;Permanent;;39-41;1.0;0;198.42712934414536;0-2;Dormant;1;‹berdurchschnitt;‹berdurchschnitt;Durchschnitt;#NV;5,1 - 10%;;
31-40;F;;HQ;F;Permanent;;"""3-5""";999.0;0;8.841847759198393;0-2;Terminated;0;#NV;#NV;Durchschnitt;Durchschnitt;75,01 - 100 %;;
31-40;M;31.05.2025;Werk;G;Fixed term contract;;"""6-8""";0.5;0;34.672158758498995;0-2;Active;0;#NV;#NV;#NV;#NV;kleiner 1 %;3,1 - 5%;10%-14%
‹ber 60;M;;HQ;E;Permanent;;36-38;1.0;1;147.0197525324709;18-20;Active;1;Unrated;#NV;Durchschnitt;Durchschnitt;;1,0 - 3 %;5%-9%
41-50;F;;Gesch‰ftsbereich;A;Permanent;31.10.2022;27-29;1.0;1;58.185171216340876;0-2;Terminated;0;#NV;#NV;#NV;‹berdurchschnitt;;;5%-9%
51-60;F;;Werk;G;Permanent;;"""12-14""";999.0;0;24.194173947597342;"""12-14""";Active;0;#NV;Durchschnitt;#NV;Durchschnitt;;;5%-9%
25-30;M;;Werk;B;Permanent;31.03.2023;"""3-5""";1.0;1;9.7156442427459;"""3-5""";Active;1;Unrated;#NV;#NV;#NV;1 % - 3 %;;15%-19%
25-30;M;;Werk;A;Fixed term contract;31.03.2023;"""6-8""";999.0;1;134.10582346304489;0-2;Dormant;1;#NV;#NV;Durchschnitt;#NV;3,1 - 5%;;25%-29%
31-40;F;;HQ;E;Permanent;;"""6-8""";0.0;0;33.408897165658814;"""6-8""";Active;0;Durchschnitt;#NV;#NV;Durchschnitt;;3,1 - 5%;20%-24%
31-40;M;;Werk;F;Permanent;;0-2;0.0;0;174.3674190658631;0-2;Active;1;#NV;‹berdurchschnitt;#NV;Durchschnitt;1 % - 3 %;1,0 - 3 %;
31-40;M;28.02.2026;HQ;A;Permanent;;"""12-14""";0.5;0;58.28181868746816;"""6-8""";Active;0;‹berdurchschnitt;‹berdurchschnitt;#NV;#NV;;;20%-24%
31-40;M;14.04.2023;Werk;G;Permanent;;0-2;0.5;1;19.926693191942075;0-2;Terminated;0;#NV;#NV;#NV;#NV;1 % - 3 %;5,1 - 10%;
25-30;F;;Gesch‰ftsbereich;C;Permanent;;"""12-14""";999.0;0;57.82267747008258;"""9-11""";Active;0;#NV;#NV;#NV;#NV;;;5%-9%
‹ber 60;M;;Gesch‰ftsbereich;E;Permanent;;27-29;999.0;0;8.297455754573758;18-20;Active;1;#NV;Unterdurchschnitt;#NV;Durchschnitt;1 % - 3 %;;
41-50;F;;Gesch‰ftsbereich;F;Permanent;;21-23;0.0;1;12.224618217867638;"""12-14""";Active;1;‹berdurchschnitt;‹berdurchschnitt;‹berdurchschnitt;#NV;5,1 - 10%;;5%-9%
41-50;M;;Werk;C;Permanent;31.12.2022;21-23;999.0;1;117.77970793378093;"""3-5""";Active;0;Durchschnitt;#NV;‹berdurchschnitt;#NV;5,1 - 10%;;5%-9%
31-40;F;;Gesch‰ftsbereich;A;Permanent;19.05.2022;0-2;0.5;0;97.44886956364569;0-2;Terminated;0;#NV;Unrated;‹berdurchschnitt;Durchschnitt;1 % - 3 %;;
51-60;M;;Werk;D;Fixed term contract;;21-23;0.0;0;155.31613572028195;0-2;Active;1;#NV;#NV;#NV;#NV;;;5%-9%
51-60;M;31.12.2022;Werk;E;Permanent;;36-38;1.0;0;8.181981976102444;0-2;Active;1;#NV;#NV;‹berdurchschnitt;#NV;;;10%-14%
41-50;M;;Gesch‰ftsbereich;A;Permanent;;"""6-8""";999.0;0;99.39247464135552;0-2;Dormant;1;#NV;#NV;#NV;#NV;10,1 - 15 %;;10%-14%
‹ber 60;F;;Werk;F;Permanent;;24-26;999.0;0;117.88867391216829;"""3-5""";Terminated;1;Durchschnitt;Unrated;#NV;#NV;;kleiner 1%;
18-24;M;;Werk;G;Permanent;;0-2;0.5;1;3.5155908488401755;0-2;Active;0;‹berdurchschnitt;‹berdurchschnitt;#NV;#NV;1 % - 3 %;5,1 - 10%;
25-30;F;;Gesch‰ftsbereich;E;Permanent;;0-2;0.0;0;159.58278575326884;0-2;Terminated;0;#NV;Durchschnitt;#NV;#NV;5,1 - 10%;5,1 - 10%;
41-50;M;;Werk;B;Fixed term contract;;21-23;0.0;1;19.847923271927336;18-20;Active;1;#NV;#NV;‹berdurchschnitt;#NV;kleiner 1 %;10,1 - 15%;5%-9%
31-40;M;;HQ;E;Permanent;;18-20;1.0;0;45.09178477545;0-2;Active;0;#NV;‹berdurchschnitt;Durchschnitt;#NV;1 % - 3 %;15,1 - 20%;"""-15%-11%"""
41-50;M;;Gesch‰ftsbereich;E;Permanent;30.06.2024;15-17;1.0;1;52.431469718122074;"""6-8""";Active;1;Durchschnitt;#NV;#NV;Durchschnitt;1 % - 3 %;;15%-19%
41-50;M;;Werk;A;Permanent;31.07.2023;0-2;999.0;1;182.86378064267416;0-2;Terminated;1;#NV;#NV;#NV;#NV;1 % - 3 %;kleiner 1%;
25-30;M;;HQ;C;Fixed term contract;31.12.2024;"""3-5""";1.0;0;133.49195588379214;0-2;Active;1;Durchschnitt;#NV;‹berdurchschnitt;#NV;;;25%-29%
51-60;M;;Werk;B;Fixed term contract;;33-35;999.0;1;41.09364943546742;"""3-5""";Active;1;‹berdurchschnitt;#NV;#NV;#NV;;;5%-9%
31-40;M;;Gesch‰ftsbereich;F;Permanent;31.05.2024;"""6-8""";1.0;1;26.976082345725526;0-2;Active;0;#NV;#NV;#NV;‹berdurchschnitt;10,1 - 15 %;;"""-70%-66%"""
18-24;F;;Werk;F;Permanent;;0-2;0.5;0;31.044368330752587;0-2;Active;0;Durchschnitt;‹berdurchschnitt;Durchschnitt;#NV;;3,1 - 5%;
18-24;F;31.03.2025;Werk;A;Permanent;;"""3-5""";1.0;1;271.0204062295133;"""3-5""";Active;0;#NV;#NV;#NV;‹berdurchschnitt;3,1 - 5%;5,1 - 10%;20%-24%
18-24;M;;Gesch‰ftsbereich;E;Permanent;;0-2;1.0;0;52.78663829728921;0-2;Active;0;#NV;#NV;‹berdurchschnitt;‹berdurchschnitt;;;
51-60;F;;Gesch‰ftsbereich;B;Permanent;;21-23;999.0;1;120.9919754466297;"""3-5""";Active;0;#NV;‹berdurchschnitt;‹berdurchschnitt;#NV;;;"""-15%-11%"""
31-40;M;;Werk;D;Permanent;;0-2;1.0;0;21.562413632570557;0-2;Active;0;#NV;#NV;Durchschnitt;#NV;15,1 - 20 %;1,0 - 3 %;
31-40;M;;Gesch‰ftsbereich;C;Permanent;;"""9-11""";999.0;1;63.26917845669651;0-2;Active;1;#NV;#NV;‹berdurchschnitt;Unrated;5,1 - 10%;;5%-9%
51-60;M;;Werk;D;Permanent;;"""9-11""";0.5;0;143.31227815163408;"""9-11""";Active;1;#NV;#NV;#NV;#NV;;;5%-9%
41-50;M;14.03.2024;HQ;C;Permanent;;21-23;1.0;1;61.05210108615914;"""12-14""";Terminated;0;Durchschnitt;Durchschnitt;Durchschnitt;#NV;20,01 - 40%;3,1 - 5%;5%-9%
41-50;M;30.09.2025;Werk;E;Permanent;14.09.2024;15-17;0.0;0;59.49719760052694;"""6-8""";Terminated;0;Unrated;‹berdurchschnitt;#NV;#NV;5,1 - 10%;5,1 - 10%;10%-14%
‹ber 60;F;;HQ;G;Permanent;;33-35;1.0;1;3.7657306697899546;"""9-11""";Terminated;0;#NV;Unrated;#NV;#NV;;;
51-60;M;;Werk;A;Permanent;;39-41;0.0;0;26.47008305034425;15-17;Active;1;#NV;#NV;#NV;#NV;;;5%-9%
25-30;M;30.09.2023;Gesch‰ftsbereich;A;Permanent;31.12.2022;"""3-5""";1.0;0;38.920066042874154;0-2;Terminated;0;‹berdurchschnitt;Unrated;Durchschnitt;‹berdurchschnitt;1 % - 3 %;1,0 - 3 %;
41-50;M;;Gesch‰ftsbereich;C;Permanent;;24-26;0.0;0;12.737329236973206;15-17;Active;1;#NV;#NV;#NV;Unrated;;kleiner 1%;10%-14%
41-50;M;;Werk;C;Permanent;;21-23;999.0;0;60.853903815972814;"""3-5""";Dormant;0;#NV;Durchschnitt;Durchschnitt;Durchschnitt;kleiner 1 %;;5%-9%
‹ber 60;M;30.11.2023;HQ;E;Permanent;;24-26;0.5;1;16.355730578151878;15-17;Terminated;1;#NV;#NV;#NV;Durchschnitt;;3,1 - 5%;0%-4%
18-24;M;28.02.2025;Gesch‰ftsbereich;A;Permanent;;0-2;0.0;0;272.78157001029973;0-2;Active;0;#NV;#NV;#NV;#NV;;;
31-40;M;;Werk;E;Permanent;;0-2;0.0;1;152.3348758075265;0-2;Active;0;#NV;#NV;#NV;‹berdurchschnitt;;3,1 - 5%;
41-50;M;;Gesch‰ftsbereich;C;Permanent;;15-17;1.0;0;23.41668494338854;0-2;Active;1;Durchschnitt;#NV;#NV;#NV;1 % - 3 %;;
25-30;M;;Gesch‰ftsbereich;C;Permanent;;0-2;0.0;0;96.4455171075;0-2;Active;1;#NV;#NV;#NV;Durchschnitt;5,1 - 10%;1,0 - 3 %;
31-40;M;;Werk;D;Permanent;31.12.2024;24-26;0.5;1;22.080021967997002;"""12-14""";Terminated;1;‹berdurchschnitt;#NV;‹berdurchschnitt;#NV;3,1 - 5%;3,1 - 5%;5%-9%
51-60;M;;Werk;G;Permanent;30.06.2023;39-41;0.0;0;57.757702657159875;0-2;Terminated;1;#NV;Durchschnitt;#NV;#NV;3,1 - 5%;20,1 - 40%;5%-9%
31-40;M;14.08.2022;HQ;F;Permanent;;15-17;0.5;1;97.50964130781263;"""3-5""";Active;0;#NV;‹berdurchschnitt;Unrated;‹berdurchschnitt;3,1 - 5%;;20%-24%
41-50;M;;HQ;E;Permanent;;"""9-11""";0.0;0;147.7590608004303;"""6-8""";Active;0;Durchschnitt;#NV;#NV;Unrated;3,1 - 5%;kleiner 1%;15%-19%
31-40;M;;Gesch‰ftsbereich;E;Permanent;;"""12-14""";0.0;1;9.243999768868807;0-2;Active;0;#NV;#NV;‹berdurchschnitt;Unrated;5,1 - 10%;5,1 - 10%;20%-24%
31-40;F;31.08.2026;Werk;F;Permanent;;"""6-8""";0.0;1;141.79355358494828;0-2;Active;1;#NV;#NV;‹berdurchschnitt;Durchschnitt;60,01 - 75%;;5%-9%
25-30;M;;Gesch‰ftsbereich;E;Permanent;;0-2;0.0;1;105.06944384086792;0-2;Terminated;1;#NV;Durchschnitt;Durchschnitt;#NV;;;
51-60;M;31.05.2025;Gesch‰ftsbereich;F;Permanent;;"""12-14""";0.5;0;161.40731716141036;"""3-5""";Terminated;0;‹berdurchschnitt;‹berdurchschnitt;#NV;‹berdurchschnitt;;;20%-24%
51-60;F;;Werk;D;Permanent;;39-41;1.0;1;8.157668846266034;0-2;Dormant;0;#NV;#NV;#NV;#NV;1 % - 3 %;1,0 - 3 %;"""-25%-21%"""
51-60;F;;Gesch‰ftsbereich;F;Permanent;;21-23;999.0;0;195.32150009882105;"""3-5""";Active;1;‹berdurchschnitt;#NV;#NV;#NV;1 % - 3 %;;5%-9%
41-50;M;;HQ;F;Fixed term contract;21.07.2022;"""6-8""";1.0;0;59.227698184491324;0-2;Active;1;Durchschnitt;‹berdurchschnitt;Unrated;#NV;;;30%-34%
41-50;M;;Gesch‰ftsbereich;D;Permanent;30.04.2025;27-29;0.5;1;152.91078078801863;"""6-8""";Active;0;#NV;‹berdurchschnitt;#NV;‹berdurchschnitt;;;5%-9%
41-50;M;;HQ;G;Permanent;;"""12-14""";0.0;0;66.09062222476093;"""12-14""";Terminated;0;#NV;‹berdurchschnitt;Durchschnitt;‹berdurchschnitt;1 % - 3 %;1,0 - 3 %;
41-50;M;30.09.2022;HQ;E;Permanent;;15-17;999.0;0;22.71060176125035;"""6-8""";Active;0;Durchschnitt;‹berdurchschnitt;#NV;#NV;kleiner 1 %;;10%-14%
31-40;M;30.09.2026;Werk;G;Permanent;30.09.2024;"""9-11""";0.0;1;152.308625222282;"""3-5""";Active;0;#NV;#NV;‹berdurchschnitt;Unrated;10,1 - 15 %;;5%-9%
‹ber 60;F;;HQ;A;Permanent;;42-44;1.0;1;176.48400816345674;0-2;Active;1;‹berdurchschnitt;#NV;#NV;Unrated;;3,1 - 5%;
51-60;F;;Werk;G;Permanent;31.05.2024;30-32;999.0;0;34.37079989276734;"""9-11""";Active;1;#NV;Durchschnitt;#NV;#NV;5,1 - 10%;;5%-9%
25-30;M;;Werk;A;Permanent;;0-2;999.0;1;56.26148859828482;0-2;Active;0;#NV;Unrated;Durchschnitt;‹berdurchschnitt;;;
31-40;F;30.09.2024;Gesch‰ftsbereich;F;Permanent;;18-20;0.5;1;7.4035483370995205;"""6-8""";Active;1;#NV;Durchschnitt;#NV;#NV;20,01 - 40%;1,0 - 3 %;
41-50;M;;Werk;F;Permanent;;"""12-14""";0.0;1;47.36394001442713;"""12-14""";Terminated;1;#NV;Unrated;#NV;Durchschnitt;;;10%-14%
18-24;M;;Werk;G;Fixed term contract;;0-2;0.0;0;160.6929928805935;0-2;Terminated;1;‹berdurchschnitt;#NV;Durchschnitt;‹berdurchschnitt;3,1 - 5%;3,1 - 5%;
25-30;M;;Gesch‰ftsbereich;E;Permanent;;0-2;0.5;1;17.535028119339216;0-2;Active;0;#NV;Unrated;#NV;Durchschnitt;kleiner 1 %;10,1 - 15%;
